transaction_id,customer_id,payment_date,amount,payment_method,payment_status
29470,14604,2025-02-21,1943,UPI,Paid
29471,3593,2025-02-24,926,UPI,Paid
29472,2737,2025-05-27,964,Wallet,Paid
29473,14714,2023-11-11,697,Wallet,Paid
29474,6773,2023-11-01,1906,Net Banking,Paid
29475,7605,2023-12-25,342,Net Banking,Paid
29476,8238,2024-01-09,518,Wallet,Paid
29477,10815,2023-05-23,588,Net Banking,Paid
29478,12044,2024-07-26,2195,Card,Paid
29479,5604,2024-04-03,1870,Wallet,Paid
29480,14784,2023-01-26,608,Wallet,Paid
29481,2984,2024-05-20,443,UPI,Paid
29482,14441,2023-07-13,1233,Wallet,Paid
29483,1559,2024-04-18,1984,Card,Paid
29484,337,2023-05-29,1088,Wallet,Paid
29485,14224,2024-02-02,2252,Net Banking,Paid
29486,1875,2024-01-27,2279,UPI,Late
29487,8014,2023-06-18,1663,UPI,Paid
29488,6882,2023-06-05,1736,Card,Paid
29489,12508,2023-12-15,618,Card,Paid
29490,11417,2023-08-15,1947,UPI,Paid
29491,745,2024-10-20,2445,Net Banking,Paid
29492,3242,2025-05-01,2285,UPI,Paid
29493,1140,2025-06-12,726,UPI,Paid
29494,10565,2024-12-14,1759,Net Banking,Paid
29495,13119,2024-08-19,2124,Net Banking,Paid
29496,10626,2023-07-18,1145,Card,Paid
29497,374,2023-04-05,541,Net Banking,Paid
29498,12596,2025-05-26,2244,UPI,Paid
29499,6810,2025-05-07,784,Net Banking,Late
29500,4574,2025-03-15,1990,Net Banking,Paid
29501,1568,2024-06-18,2410,Wallet,Paid
29502,10672,2023-07-13,631,UPI,Paid
29503,10119,2023-07-09,1582,UPI,Paid
29504,10722,2024-04-06,1503,Wallet,Late
29505,7549,2023-02-25,1698,UPI,Paid
29506,12436,2024-07-18,464,Wallet,Paid
29507,4739,2023-04-21,1751,Card,Paid
29508,8039,2024-01-01,1499,Net Banking,Paid
29509,13771,2024-09-03,1041,Card,Paid
29510,8441,2023-09-28,544,UPI,Paid
29511,8005,2024-09-01,2348,Card,Paid
29512,3669,2024-09-21,1267,Wallet,Paid
29513,14290,2024-08-09,591,Wallet,Paid
29514,10379,2025-06-15,2019,Wallet,Paid
29515,2069,2024-06-24,397,Wallet,Paid
29516,1195,2025-02-05,1814,Net Banking,Late
29517,7690,2023-02-12,1662,UPI,Paid
29518,8043,2024-02-20,2445,UPI,Paid
29519,13395,2025-04-04,588,UPI,Paid
29520,12278,2024-01-21,1370,Wallet,Paid
29521,2343,2024-03-01,1077,Net Banking,Paid
29522,12953,2023-09-06,537,Card,Paid
29523,9329,2023-10-18,1385,Wallet,Paid
29524,4701,2024-11-16,594,Net Banking,Paid
29525,5184,2024-11-09,2348,Wallet,Paid
29526,9351,2024-08-14,400,Net Banking,Paid
29527,6526,2024-07-16,1392,Wallet,Late
29528,162,2023-06-22,481,Net Banking,Paid
29529,8504,2024-07-02,1360,Card,Paid
29530,13892,2023-08-04,1819,Net Banking,Paid
29531,949,2025-01-28,1346,Card,Paid
29532,2538,2025-02-15,1115,Wallet,Paid
29533,10388,2025-06-14,358,UPI,Late
29534,1912,2024-01-11,2459,Net Banking,Paid
29535,2165,2024-01-11,1943,UPI,Paid
29536,11771,2024-07-15,2338,UPI,Paid
29537,11131,2024-07-14,694,Card,Paid
29538,12687,2024-06-05,1488,Wallet,Paid
29539,9436,2024-04-06,1088,Card,Paid
29540,10798,2024-04-28,1363,Card,Paid
29541,6259,2023-08-08,713,Net Banking,Late
29542,13656,2024-06-08,848,Card,Paid
29543,14501,2024-01-21,1744,UPI,Paid
29544,6961,2024-06-19,2283,Card,Failed
29545,7040,2024-07-31,1722,Wallet,Paid
29546,650,2023-09-21,1379,UPI,Paid
29547,11561,2024-03-26,1400,Wallet,Late
29548,2181,2024-09-17,415,Wallet,Late
29549,12982,2024-10-04,401,Wallet,Failed
29550,9394,2024-11-12,873,Card,Paid
29551,11946,2023-08-23,2156,Net Banking,Paid
29552,4362,2025-03-16,2479,Net Banking,Paid
29553,8820,2023-08-14,1063,Net Banking,Failed
29554,12674,2023-05-05,843,Net Banking,Paid
29555,3509,2024-01-13,401,Card,Paid
29556,10623,2025-06-06,1610,Net Banking,Late
29557,5916,2024-02-02,1077,Net Banking,Paid
29558,10675,2024-07-16,2176,Card,Late
29559,1668,2024-03-16,2171,UPI,Paid
29560,4847,2023-08-02,1282,Wallet,Paid
29561,8788,2024-08-07,1841,Net Banking,Paid
29562,13414,2023-01-17,2022,Net Banking,Paid
29563,4443,2023-05-03,1196,Net Banking,Paid
29564,9089,2024-02-27,728,Card,Paid
29565,6989,2023-06-12,1341,Net Banking,Late
29566,14262,2024-10-31,772,UPI,Paid
29567,7703,2023-06-18,2424,Wallet,Paid
29568,13220,2023-08-08,2499,UPI,Paid
29569,11171,2025-05-19,1747,Net Banking,Paid
29570,9457,2025-03-01,1639,Wallet,Paid
29571,12359,2024-09-19,2259,Wallet,Paid
29572,5559,2024-10-14,1751,UPI,Paid
29573,12512,2024-12-02,1500,UPI,Paid
29574,13608,2023-04-23,776,Net Banking,Paid
29575,4347,2023-08-03,338,Net Banking,Late
29576,4285,2024-01-06,1096,UPI,Paid
29577,9184,2023-12-03,1064,Wallet,Paid
29578,12404,2023-04-17,780,Wallet,Late
29579,14410,2023-03-03,1598,Card,Paid
29580,3859,2023-09-06,1828,Wallet,Paid
29581,11588,2023-09-23,960,Net Banking,Paid
29582,10045,2023-04-29,1607,Net Banking,Paid
29583,11590,2023-11-18,511,UPI,Paid
29584,3513,2023-09-05,472,Card,Paid
29585,10510,2024-03-27,1382,Net Banking,Paid
29586,8188,2025-05-24,306,UPI,Paid
29587,8040,2023-08-22,680,Card,Paid
29588,13278,2024-11-13,1257,Card,Paid
29589,6943,2025-04-18,1072,Card,Paid
29590,4461,2024-01-06,1479,Card,Paid
29591,11572,2024-01-03,376,UPI,Paid
29592,14095,2023-02-13,2104,Card,Late
29593,14653,2025-02-04,2153,Card,Late
29594,4370,2024-05-03,914,Wallet,Paid
29595,8726,2024-12-01,2425,Net Banking,Late
29596,12149,2024-10-09,1121,Card,Paid
29597,8516,2023-11-08,1407,UPI,Failed
29598,10005,2025-05-27,997,Net Banking,Paid
29599,8825,2024-10-17,936,Net Banking,Paid
29600,12249,2023-12-19,788,UPI,Paid
29601,3083,2024-06-25,2036,UPI,Paid
29602,9401,2023-04-14,1677,Wallet,Paid
29603,8960,2024-06-16,1612,Wallet,Paid
29604,12797,2023-12-11,1997,Net Banking,Failed
29605,6926,2025-03-06,1978,Card,Paid
29606,9740,2025-05-15,376,Net Banking,Paid
29607,9299,2023-10-31,882,UPI,Late
29608,1932,2023-11-01,1439,Card,Paid
29609,13576,2025-01-11,2198,UPI,Paid
29610,7810,2024-04-04,2284,Wallet,Failed
29611,12129,2024-01-27,2376,Wallet,Paid
29612,11648,2024-04-29,1519,Card,Paid
29613,9500,2023-08-23,2301,Net Banking,Paid
29614,9931,2024-04-02,1054,UPI,Paid
29615,7258,2023-11-24,1464,Wallet,Paid
29616,12640,2023-02-01,923,Net Banking,Late
29617,5631,2024-10-15,2383,Card,Paid
29618,7318,2023-03-10,1701,Wallet,Paid
29619,10125,2023-06-07,1970,Wallet,Paid
29620,3813,2024-05-17,2252,Wallet,Paid
29621,5316,2024-07-18,1105,Card,Paid
29622,14469,2025-05-10,2213,Card,Paid
29623,264,2023-05-02,1054,Card,Paid
29624,9768,2023-07-25,1673,Net Banking,Paid
29625,5147,2024-12-28,2179,Card,Late
29626,5353,2023-04-18,1611,Net Banking,Paid
29627,4045,2023-03-19,378,Wallet,Paid
29628,12628,2025-03-11,2108,Net Banking,Paid
29629,14934,2023-05-05,1105,Wallet,Paid
29630,4564,2024-01-02,2421,UPI,Paid
29631,6397,2024-03-16,2241,Card,Paid
29632,2287,2023-04-15,794,UPI,Failed
29633,13920,2025-03-18,1166,UPI,Paid
29634,6035,2023-10-10,1517,UPI,Paid
29635,12788,2024-10-29,1147,Net Banking,Paid
29636,4608,2024-03-24,359,Card,Paid
29637,7132,2023-11-12,600,UPI,Paid
29638,6440,2023-01-14,982,Wallet,Paid
29639,14500,2023-11-08,1467,Net Banking,Paid
29640,4160,2023-11-12,1308,UPI,Paid
29641,8094,2023-10-22,1072,UPI,Late
29642,741,2024-01-24,1639,Card,Paid
29643,5469,2023-03-13,1459,Net Banking,Failed
29644,2030,2023-02-23,979,UPI,Paid
29645,3174,2023-07-30,405,UPI,Late
29646,7033,2023-07-18,1800,Net Banking,Paid
29647,10372,2023-04-11,409,UPI,Paid
29648,5498,2023-04-22,2336,Net Banking,Paid
29649,7708,2023-12-12,2326,Card,Paid
29650,14477,2024-11-17,1182,UPI,Paid
29651,11028,2025-04-06,1934,UPI,Paid
29652,14246,2024-06-02,2228,Net Banking,Paid
29653,1688,2024-07-01,644,Wallet,Paid
29654,4258,2024-07-20,2145,Net Banking,Paid
29655,5259,2025-05-11,1815,UPI,Paid
29656,8039,2023-10-26,1756,Card,Paid
29657,566,2023-12-10,2112,Wallet,Paid
29658,10281,2024-06-05,543,Card,Failed
29659,2882,2024-09-28,888,Wallet,Paid
29660,7995,2024-10-24,1771,Net Banking,Late
29661,6858,2023-06-18,603,Net Banking,Late
29662,9437,2023-06-18,335,Card,Paid
29663,8814,2023-04-10,1766,Wallet,Paid
29664,8004,2024-06-19,669,Card,Paid
29665,14266,2024-04-17,1202,Card,Paid
29666,13772,2023-04-23,660,Net Banking,Paid
29667,462,2024-11-17,1955,Net Banking,Paid
29668,13837,2024-01-20,1464,Card,Paid
29669,12185,2024-04-13,1650,UPI,Late
29670,735,2024-10-06,2466,Wallet,Failed
29671,10525,2023-07-13,312,UPI,Paid
29672,12998,2023-05-04,1216,UPI,Paid
29673,4807,2025-05-11,1452,UPI,Paid
29674,5057,2024-06-04,1558,Card,Late
29675,13623,2024-01-19,2453,Net Banking,Failed
29676,11580,2023-12-23,1128,Net Banking,Paid
29677,9425,2025-01-09,2434,Net Banking,Failed
29678,3806,2025-05-02,1673,UPI,Paid
29679,12606,2024-06-29,2227,Net Banking,Paid
29680,3806,2025-03-30,2018,Net Banking,Paid
29681,5265,2023-12-10,1525,Net Banking,Paid
29682,3168,2023-04-07,1410,Wallet,Paid
29683,7426,2024-10-02,2037,Card,Late
29684,9406,2023-02-10,1768,Wallet,Paid
29685,11757,2024-10-13,505,Net Banking,Late
29686,3095,2023-01-02,422,UPI,Paid
29687,11246,2025-05-20,908,UPI,Paid
29688,2086,2023-05-02,1089,Net Banking,Late
29689,6336,2024-04-01,2453,Wallet,Paid
29690,10071,2023-06-19,454,Card,Paid
29691,7836,2024-04-26,2340,Net Banking,Paid
29692,387,2023-07-17,463,Wallet,Late
29693,606,2024-01-20,438,Wallet,Failed
29694,2468,2024-11-06,507,Card,Failed
29695,5582,2024-07-03,1522,Wallet,Late
29696,10698,2023-05-25,1214,UPI,Paid
29697,13861,2023-07-06,1811,Card,Paid
29698,14955,2024-01-09,856,Net Banking,Paid
29699,10612,2024-12-29,602,UPI,Paid
29700,2385,2024-05-29,479,Net Banking,Paid
29701,11090,2024-04-15,1963,UPI,Late
29702,11607,2024-12-21,463,Net Banking,Late
29703,8309,2024-10-17,1009,Card,Late
29704,3395,2023-12-17,1412,Net Banking,Paid
29705,4096,2023-07-17,691,Wallet,Paid
29706,3368,2024-12-23,435,Card,Paid
29707,10282,2024-12-22,1490,UPI,Paid
29708,8766,2023-09-10,1431,Wallet,Late
29709,4333,2023-02-03,998,UPI,Paid
29710,6574,2023-06-11,815,Card,Late
29711,14031,2023-12-24,2142,Card,Paid
29712,5574,2024-09-24,449,UPI,Paid
29713,4276,2023-02-04,1538,Wallet,Paid
29714,4156,2024-09-09,2460,Card,Paid
29715,5697,2024-08-02,356,Net Banking,Paid
29716,5880,2025-01-14,1601,Card,Paid
29717,3059,2023-06-02,1935,Card,Paid
29718,4560,2023-03-27,1022,Card,Late
29719,5097,2024-04-19,706,Net Banking,Paid
29720,14963,2025-01-17,1398,Net Banking,Paid
29721,13336,2024-06-08,1074,Net Banking,Paid
29722,10980,2024-10-12,1924,UPI,Paid
29723,9682,2025-03-05,1414,Net Banking,Paid
29724,8052,2025-03-28,1445,Wallet,Paid
29725,13508,2024-03-13,1938,Card,Paid
29726,8901,2023-03-22,765,Wallet,Failed
29727,2291,2025-05-28,971,Net Banking,Paid
29728,7790,2025-05-02,1119,Wallet,Paid
29729,12773,2023-09-25,370,Net Banking,Paid
29730,6406,2023-12-17,1293,Net Banking,Paid
29731,7731,2023-04-09,1861,Wallet,Paid
29732,14338,2023-05-25,2406,UPI,Paid
29733,6089,2024-06-22,2430,UPI,Paid
29734,7448,2023-11-05,1116,Net Banking,Paid
29735,10016,2023-11-23,1020,Card,Paid
29736,10550,2025-03-25,2105,UPI,Paid
29737,13013,2023-09-19,2063,UPI,Paid
29738,10812,2023-04-07,1007,Wallet,Paid
29739,4011,2024-03-01,1750,UPI,Paid
29740,14468,2023-08-29,1119,UPI,Late
29741,14816,2023-04-10,991,Card,Paid
29742,4334,2024-09-21,2467,Wallet,Paid
29743,7120,2023-07-12,2122,Net Banking,Paid
29744,7521,2023-05-26,910,Wallet,Paid
29745,10279,2023-03-10,1212,UPI,Paid
29746,77,2024-03-23,725,Net Banking,Paid
29747,14204,2025-02-02,2273,Wallet,Late
29748,14833,2023-10-12,1964,Wallet,Paid
29749,6129,2023-03-19,2149,Net Banking,Paid
29750,2626,2025-01-31,1273,Card,Paid
29751,14091,2023-05-30,1556,Wallet,Paid
29752,4115,2023-03-22,885,Wallet,Paid
29753,1086,2024-06-27,1436,UPI,Paid
29754,2387,2023-12-26,1111,UPI,Paid
29755,970,2025-03-26,828,Net Banking,Late
29756,11208,2023-10-03,1572,UPI,Paid
29757,8113,2023-09-22,714,Card,Paid
29758,11962,2023-08-21,1528,Card,Paid
29759,10938,2025-01-25,998,Net Banking,Late
29760,11621,2023-04-29,577,Net Banking,Paid
29761,141,2024-09-22,2460,UPI,Paid
29762,13884,2024-01-11,812,Card,Paid
29763,6693,2024-09-17,301,UPI,Paid
29764,13687,2025-02-07,1700,Wallet,Paid
29765,13943,2024-04-01,1782,Net Banking,Late
29766,10872,2025-06-14,1337,Wallet,Paid
29767,9186,2025-02-12,1409,Net Banking,Paid
29768,4258,2024-04-06,2237,Net Banking,Paid
29769,10866,2024-02-01,1652,Wallet,Paid
29770,12521,2024-09-02,2293,Net Banking,Paid
29771,12426,2024-06-02,422,Net Banking,Paid
29772,9897,2023-10-30,867,Card,Paid
29773,12536,2024-02-26,552,Card,Paid
29774,11470,2024-05-06,1853,UPI,Paid
29775,10689,2023-03-14,1866,Net Banking,Paid
29776,2063,2023-09-03,1380,UPI,Paid
29777,13313,2023-02-27,931,Card,Paid
29778,573,2023-11-06,2161,UPI,Paid
29779,7083,2023-09-08,1027,UPI,Late
29780,13160,2025-05-15,2332,UPI,Paid
29781,6466,2023-11-17,587,Wallet,Paid
29782,5367,2024-02-03,2482,Card,Paid
29783,14689,2023-06-16,1786,Wallet,Failed
29784,70,2024-03-25,908,Net Banking,Paid
29785,8030,2023-11-10,652,Card,Paid
29786,6938,2023-05-19,1196,Wallet,Paid
29787,5717,2023-05-08,2216,UPI,Paid
29788,6776,2024-02-25,1787,Wallet,Paid
29789,6270,2023-07-07,1729,UPI,Paid
29790,6360,2025-02-15,555,UPI,Paid
29791,12170,2024-10-11,1798,Card,Paid
29792,5187,2023-04-23,432,Net Banking,Paid
29793,13075,2023-07-08,910,Wallet,Late
29794,5274,2025-03-23,2265,Card,Failed
29795,234,2024-01-09,2172,Net Banking,Paid
29796,13688,2023-03-30,718,UPI,Paid
29797,13727,2023-06-24,2409,UPI,Paid
29798,11208,2024-03-30,1594,Net Banking,Failed
29799,8086,2023-02-02,2302,Wallet,Paid
29800,4216,2023-08-21,1283,Card,Paid
29801,13639,2024-06-17,2018,Wallet,Paid
29802,8385,2025-05-28,1364,Net Banking,Paid
29803,4556,2024-07-22,1621,UPI,Paid
29804,2105,2024-08-11,783,Wallet,Paid
29805,4572,2023-11-24,988,UPI,Paid
29806,11692,2023-10-03,458,Wallet,Paid
29807,4144,2023-02-27,665,Net Banking,Late
29808,129,2024-07-10,528,Wallet,Late
29809,6238,2023-05-23,1811,Card,Paid
29810,10086,2024-02-15,1662,Wallet,Paid
29811,6161,2023-10-27,1023,UPI,Late
29812,3155,2024-04-06,1316,Wallet,Late
29813,4525,2025-06-04,1921,UPI,Paid
29814,10571,2023-11-17,984,Net Banking,Paid
29815,10797,2023-09-11,1524,Wallet,Paid
29816,8958,2023-07-12,507,UPI,Paid
29817,3682,2024-12-09,600,Wallet,Paid
29818,8032,2024-11-03,2342,UPI,Paid
29819,5087,2024-03-05,450,UPI,Paid
29820,8372,2024-06-08,1351,Net Banking,Paid
29821,3279,2024-11-12,1998,Card,Paid
29822,9597,2025-04-11,832,Wallet,Late
29823,901,2023-12-13,832,Card,Paid
29824,539,2024-12-30,2224,Net Banking,Paid
29825,11879,2025-05-03,1388,Net Banking,Paid
29826,5803,2025-05-31,1530,Wallet,Paid
29827,3922,2023-09-16,1044,UPI,Paid
29828,1252,2025-03-30,1720,Net Banking,Paid
29829,620,2025-04-26,1538,Wallet,Paid
29830,1705,2024-07-04,642,Wallet,Paid
29831,8515,2023-08-07,2249,Card,Paid
29832,1750,2025-01-20,2114,Net Banking,Paid
29833,14484,2023-01-14,905,Card,Late
29834,11067,2024-07-06,609,Wallet,Paid
29835,11835,2025-06-16,1128,Wallet,Paid
29836,9624,2024-03-18,2103,Wallet,Paid
29837,6222,2025-06-10,952,Card,Failed
29838,6770,2023-08-31,413,Net Banking,Paid
29839,8453,2024-08-03,687,UPI,Paid
29840,12442,2024-11-14,1129,Net Banking,Paid
29841,4656,2024-10-16,542,Wallet,Paid
29842,288,2025-03-27,376,Net Banking,Paid
29843,13036,2023-04-12,2125,Wallet,Paid
29844,5949,2025-04-15,1709,Card,Paid
29845,13348,2023-01-16,793,Net Banking,Paid
29846,4335,2025-03-01,499,Card,Paid
29847,761,2023-04-28,1262,Net Banking,Paid
29848,6743,2024-03-18,792,Net Banking,Late
29849,9574,2024-02-20,412,Wallet,Paid
29850,296,2024-06-28,2435,UPI,Paid
29851,403,2023-10-20,1821,UPI,Late
29852,4483,2024-01-13,991,Net Banking,Paid
29853,8303,2025-03-05,2463,UPI,Paid
29854,14781,2023-04-17,1637,UPI,Paid
29855,8464,2025-05-19,1891,UPI,Paid
29856,10355,2023-09-08,2434,Card,Paid
29857,11452,2023-10-25,1716,UPI,Paid
29858,8587,2025-03-08,2459,UPI,Late
29859,8225,2024-12-09,333,Net Banking,Paid
29860,3912,2025-04-22,1617,UPI,Paid
29861,3976,2024-03-04,1995,Card,Paid
29862,13255,2024-10-30,2340,Net Banking,Paid
29863,1936,2024-01-20,645,Wallet,Paid
29864,10355,2023-03-25,1310,Net Banking,Late
29865,8637,2024-09-14,921,Wallet,Paid
29866,2586,2023-05-30,584,Card,Paid
29867,5623,2024-10-04,1911,Card,Paid
29868,9744,2024-03-18,1655,UPI,Failed
29869,9838,2023-11-06,2250,Wallet,Paid
29870,14007,2023-02-24,567,Card,Paid
29871,14362,2024-09-19,690,Wallet,Paid
29872,11367,2023-08-07,2347,Card,Late
29873,10756,2024-04-24,2417,Net Banking,Paid
29874,7317,2024-11-09,911,UPI,Paid
29875,11229,2024-01-27,2118,UPI,Paid
29876,11381,2024-01-29,834,Card,Paid
29877,884,2024-01-19,673,Net Banking,Paid
29878,480,2024-10-20,1539,Card,Paid
29879,3889,2024-09-30,1395,Card,Paid
29880,14450,2023-02-02,1790,UPI,Paid
29881,7164,2024-04-30,1856,Net Banking,Late
29882,2130,2023-09-06,1912,Card,Paid
29883,5166,2023-10-26,2303,Card,Late
29884,14453,2024-03-06,2386,UPI,Paid
29885,1074,2023-01-07,690,Net Banking,Failed
29886,9915,2023-11-19,1491,UPI,Paid
29887,13477,2023-05-16,753,Net Banking,Late
29888,12482,2023-11-26,899,Net Banking,Paid
29889,13662,2024-05-03,437,Card,Late
29890,8794,2023-04-07,2463,UPI,Paid
29891,1507,2025-06-06,1486,UPI,Paid
29892,4857,2024-02-19,2387,Card,Paid
29893,9095,2024-07-12,2439,UPI,Paid
29894,4652,2023-12-06,1413,UPI,Paid
29895,8169,2023-01-13,1324,UPI,Paid
29896,660,2023-02-03,1941,Wallet,Paid
29897,10394,2025-02-13,373,UPI,Paid
29898,1854,2024-05-09,795,Card,Paid
29899,4602,2023-09-25,505,Net Banking,Paid
29900,12470,2024-05-21,926,UPI,Paid
29901,7345,2024-09-01,2176,Net Banking,Paid
29902,11643,2025-04-07,1866,Net Banking,Paid
29903,5601,2023-05-05,1635,Wallet,Failed
29904,10755,2023-10-08,1693,Wallet,Paid
29905,11989,2024-10-04,2324,Wallet,Failed
29906,382,2024-12-06,1504,Wallet,Paid
29907,7174,2024-07-04,2462,Wallet,Paid
29908,5098,2023-04-08,2371,Card,Late
29909,8799,2023-03-24,1799,Net Banking,Failed
29910,9608,2024-10-30,757,UPI,Paid
29911,225,2023-08-21,796,UPI,Paid
29912,4033,2024-08-10,802,Card,Paid
29913,1150,2023-03-17,1825,Wallet,Paid
29914,12714,2024-08-26,1340,Wallet,Paid
29915,12564,2023-03-29,798,Wallet,Paid
29916,1235,2024-12-15,2154,Wallet,Paid
29917,8897,2024-09-16,584,Wallet,Paid
29918,12287,2023-08-14,638,Net Banking,Paid
29919,10080,2023-06-21,935,Wallet,Paid
29920,11106,2024-11-28,2480,Net Banking,Paid
29921,7479,2024-01-16,1349,Net Banking,Paid
29922,4977,2024-05-30,1026,UPI,Paid
29923,6420,2024-08-28,1700,UPI,Paid
29924,9919,2023-04-24,2345,UPI,Paid
29925,4087,2023-05-24,2055,Net Banking,Paid
29926,2360,2023-04-20,469,Card,Late
29927,14899,2024-06-05,747,Wallet,Paid
29928,8955,2023-12-06,1557,Wallet,Paid
29929,3443,2023-10-31,396,Wallet,Paid
29930,6758,2023-01-06,1322,UPI,Paid
29931,4456,2023-05-27,574,Wallet,Paid
29932,13916,2024-08-28,1287,Net Banking,Paid
29933,7089,2023-04-17,345,Net Banking,Paid
29934,9864,2023-07-29,1908,UPI,Paid
29935,13474,2024-07-28,338,Net Banking,Late
29936,3946,2024-07-19,2355,Card,Paid
29937,8851,2023-08-01,2117,UPI,Paid
29938,2313,2024-01-13,2097,Card,Paid
29939,13304,2024-02-16,347,Card,Paid
29940,6210,2025-01-28,1844,Wallet,Paid
29941,13056,2025-05-02,2382,Wallet,Paid
29942,8738,2024-08-06,1260,Net Banking,Paid
29943,5889,2023-05-06,458,Card,Paid
29944,11359,2023-11-29,809,Net Banking,Late
29945,14402,2024-10-12,1873,Net Banking,Failed
29946,11542,2023-03-23,529,Card,Late
29947,13512,2024-07-07,1168,Wallet,Paid
29948,14565,2025-06-15,1661,Net Banking,Paid
29949,13540,2023-07-28,493,UPI,Paid
29950,12779,2024-04-15,2147,UPI,Paid
29951,13812,2024-01-07,466,Card,Paid
29952,1711,2024-11-25,986,Net Banking,Paid
29953,1283,2024-11-12,1652,UPI,Late
29954,8227,2024-01-29,1842,UPI,Failed
29955,13771,2024-11-11,1526,UPI,Late
29956,6052,2025-01-18,2188,Card,Paid
29957,4341,2023-08-09,334,Net Banking,Paid
29958,10218,2023-05-19,2094,Net Banking,Paid
29959,8344,2023-09-24,2153,Card,Paid
29960,12042,2024-01-23,1268,Net Banking,Paid
29961,4935,2024-05-04,1778,Card,Paid
29962,4245,2023-09-28,770,Card,Paid
29963,11834,2024-06-02,1782,UPI,Paid
29964,6957,2023-03-09,1940,Wallet,Paid
29965,8388,2023-08-10,1088,Card,Paid
29966,4823,2023-09-04,1461,Card,Paid
29967,6608,2024-09-05,1350,Net Banking,Paid
29968,14475,2023-10-09,2323,Card,Late
29969,10642,2024-03-26,2261,UPI,Paid
29970,5623,2023-04-12,507,Card,Paid
29971,13200,2024-06-29,2016,UPI,Paid
29972,1231,2024-05-22,2210,Net Banking,Paid
29973,5816,2024-02-18,2489,Net Banking,Paid
29974,5185,2023-02-07,2240,Net Banking,Failed
29975,4928,2024-12-15,681,Card,Paid
29976,7896,2025-01-13,640,Card,Paid
29977,10279,2024-03-31,865,Net Banking,Paid
29978,1016,2023-10-14,1034,Net Banking,Failed
29979,11357,2023-11-24,1257,Net Banking,Paid
29980,398,2024-11-07,1386,Wallet,Paid
29981,7940,2024-05-21,1106,Net Banking,Paid
29982,7688,2025-04-07,2041,Card,Paid
29983,1211,2025-06-13,639,Card,Paid
29984,13390,2023-10-23,2482,Card,Paid
29985,5235,2024-07-29,868,UPI,Paid
29986,11247,2024-10-06,2218,Wallet,Paid
29987,2385,2024-04-28,1923,Card,Paid
29988,6497,2024-08-08,620,UPI,Paid
29989,1759,2024-11-26,694,Net Banking,Paid
29990,6960,2023-03-13,1595,Card,Paid
29991,3059,2025-03-03,1939,UPI,Paid
29992,13978,2023-01-17,1937,Wallet,Paid
29993,11312,2023-12-07,1447,Wallet,Paid
29994,6389,2024-10-30,1640,Net Banking,Paid
29995,9903,2023-12-05,912,UPI,Paid
29996,13242,2023-10-03,1563,Net Banking,Failed
29997,4484,2023-01-18,1154,UPI,Late
29998,7469,2023-07-12,1377,Card,Paid
29999,11500,2025-02-23,2289,Card,Paid
30000,2035,2025-02-04,1389,Wallet,Paid
30001,1885,2023-01-13,734,UPI,Paid
30002,4566,2023-06-13,2432,Net Banking,Failed
30003,9363,2024-07-05,2462,Net Banking,Paid
30004,10900,2023-02-05,377,Wallet,Paid
30005,5856,2023-06-17,2128,UPI,Paid
30006,8382,2024-01-04,658,Card,Paid
30007,6963,2023-01-20,1261,UPI,Paid
30008,8043,2023-04-27,1801,Wallet,Paid
30009,5790,2025-05-16,748,Card,Paid
30010,5798,2023-12-30,1728,Wallet,Paid
30011,14626,2024-10-04,1835,Card,Failed
30012,12618,2025-03-05,1216,Wallet,Failed
30013,4848,2024-06-10,2308,Wallet,Paid
30014,6811,2023-12-07,691,Card,Paid
30015,14868,2023-08-12,865,Wallet,Failed
30016,13072,2023-06-24,2033,Net Banking,Paid
30017,10399,2025-02-12,1123,Wallet,Paid
30018,2214,2024-05-18,1223,Wallet,Paid
30019,6708,2025-04-08,2449,UPI,Paid
30020,10690,2023-01-18,939,Card,Late
30021,2885,2023-05-09,390,UPI,Late
30022,13857,2024-08-22,1000,Net Banking,Paid
30023,9769,2025-01-26,1278,Wallet,Paid
30024,11473,2023-08-03,1538,Net Banking,Paid
30025,2791,2023-08-01,1257,UPI,Late
30026,6698,2024-12-28,561,UPI,Failed
30027,837,2024-02-05,986,Wallet,Late
30028,14403,2024-08-11,918,Wallet,Paid
30029,10348,2024-05-26,1508,Net Banking,Paid
30030,7262,2023-02-09,556,Net Banking,Late
30031,11011,2023-12-14,2279,Wallet,Paid
30032,7329,2025-03-12,1760,Card,Paid
30033,11558,2023-03-05,1724,Card,Paid
30034,11349,2024-04-17,2139,Wallet,Paid
30035,6929,2024-06-30,507,Wallet,Paid
30036,12536,2023-11-05,1423,Wallet,Paid
30037,550,2024-02-24,653,Net Banking,Paid
30038,14417,2023-05-26,1168,Wallet,Paid
30039,612,2023-12-17,519,Card,Late
30040,10281,2024-10-16,890,Wallet,Paid
30041,6440,2024-08-19,895,UPI,Late
30042,10246,2024-04-27,1268,Wallet,Paid
30043,14501,2024-06-28,815,UPI,Paid
30044,6843,2024-08-23,420,Card,Late
30045,9698,2024-06-01,2359,Wallet,Paid
30046,4145,2024-06-10,766,Card,Paid
30047,9402,2025-02-21,1710,Net Banking,Paid
30048,3599,2024-03-30,1634,Net Banking,Late
30049,5672,2023-05-12,1657,Wallet,Paid
30050,1059,2024-02-26,304,UPI,Paid
