ticket_id,customer_id,issue_type,priority,resolution_days,satisfaction_score
11283,417,Refund,Medium,20,4
11284,9620,Refund,High,8,3
11285,271,Technical,Medium,5,1
11286,9479,Login,High,17,2
11287,3379,Billing,Medium,10,3
11288,12125,Refund,Medium,14,1
11289,3300,Network,Medium,14,4
11290,10549,Refund,High,18,3
11291,2877,Technical,Medium,1,1
11292,55,Billing,Medium,12,4
11293,234,Billing,Medium,6,1
11294,14813,Speed,High,6,3
11295,14985,Billing,Medium,9,3
11296,2740,Login,High,12,4
11297,14007,Billing,Low,16,4
11298,8060,Speed,Medium,9,5
11299,317,Refund,Medium,15,3
11300,6371,Speed,Low,5,3
11301,7654,Speed,Medium,10,3
11302,8771,Billing,Low,11,5
11303,7668,Refund,High,18,4
11304,4654,Login,Medium,5,2
11305,9550,Technical,High,6,2
11306,12369,Speed,Medium,5,5
11307,11361,Login,Low,5,3
11308,5191,Network,Medium,17,5
11309,4271,Technical,Low,10,5
11310,8138,Network,Low,20,5
11311,6927,Network,Medium,16,1
11312,187,Login,Low,11,2
11313,7909,Login,High,12,1
11314,948,Speed,High,5,5
11315,2631,Login,High,20,1
11316,10763,Billing,High,18,5
11317,13766,Network,Medium,11,3
11318,5493,Refund,High,4,5
11319,9861,Login,Medium,5,1
11320,9226,Speed,Low,8,2
11321,3600,Login,Low,11,2
11322,7698,Speed,High,17,2
11323,10719,Technical,Medium,9,5
11324,12444,Billing,Low,13,1
11325,5201,Billing,Medium,4,5
11326,9631,Login,Medium,14,2
11327,1968,Speed,High,20,2
11328,9066,Billing,Medium,19,2
11329,4363,Billing,Medium,5,1
11330,14760,Speed,High,16,3
11331,4178,Login,Medium,9,4
11332,14055,Billing,Medium,17,3
11333,8268,Network,Medium,18,3
11334,6983,Speed,High,18,4
11335,9433,Refund,Medium,11,3
11336,3700,Speed,Low,7,4
11337,10935,Billing,Medium,9,1
11338,3831,Network,Medium,5,5
11339,11088,Billing,Low,4,3
11340,5130,Network,Medium,20,2
11341,11810,Login,High,18,4
11342,12745,Refund,High,11,4
11343,9701,Billing,Low,1,1
11344,1146,Login,Low,18,2
11345,10751,Speed,Low,4,1
11346,859,Speed,High,2,3
11347,10888,Billing,High,16,1
11348,8697,Speed,Medium,15,2
11349,14653,Billing,Low,14,2
11350,13721,Technical,High,7,5
11351,11634,Network,Low,14,1
11352,6020,Network,Low,18,5
11353,11930,Network,Low,17,2
11354,12967,Technical,Low,3,3
11355,12795,Speed,Low,6,3
11356,13172,Refund,Low,20,2
11357,483,Technical,Low,20,3
11358,1440,Network,High,8,5
11359,12676,Technical,High,17,5
11360,1111,Technical,High,16,2
11361,6894,Speed,Medium,6,1
11362,14669,Billing,Low,19,1
11363,6594,Technical,High,14,4
11364,11373,Technical,Low,12,5
11365,1293,Speed,High,9,3
11366,9832,Technical,Low,9,2
11367,8050,Technical,Medium,9,1
11368,6190,Network,Low,12,1
11369,6025,Billing,High,15,1
11370,5420,Refund,High,18,2
11371,7754,Speed,Low,15,3
11372,10262,Technical,Medium,2,1
11373,12138,Refund,Low,4,5
11374,6989,Refund,Medium,4,5
11375,444,Login,Medium,6,5
11376,1751,Technical,High,11,3
11377,3483,Login,High,7,1
11378,3302,Speed,Medium,13,4
11379,5569,Billing,Medium,7,2
11380,7598,Speed,High,17,5
11381,12004,Login,High,10,2
11382,6228,Speed,Low,11,3
11383,12973,Login,Medium,3,5
11384,5618,Login,High,9,5
11385,6658,Network,Medium,8,5
11386,2700,Network,High,3,1
11387,12904,Refund,Medium,1,1
11388,6556,Login,High,18,3
11389,13759,Speed,Low,16,1
11390,9989,Network,Low,14,2
11391,7015,Billing,Low,9,2
11392,11019,Refund,Low,3,4
11393,14116,Login,High,3,1
11394,7741,Billing,High,3,1
11395,4221,Network,Low,7,3
11396,1829,Refund,Low,6,3
11397,128,Network,High,2,1
11398,4663,Technical,Low,7,1
11399,3466,Technical,High,4,1
11400,12735,Billing,Medium,16,5
11401,10166,Speed,Low,11,3
11402,3870,Speed,Low,9,4
11403,2655,Network,Low,17,3
11404,7926,Refund,Low,4,3
11405,10244,Speed,High,16,5
11406,4936,Speed,High,16,3
11407,8765,Technical,Low,19,1
11408,6655,Speed,Medium,3,1
11409,8218,Billing,High,6,1
11410,10137,Technical,Low,2,5
11411,12326,Network,Medium,3,1
11412,1372,Network,High,19,3
11413,3617,Refund,Medium,18,4
11414,614,Billing,Medium,13,1
11415,14499,Technical,Low,6,3
11416,3707,Refund,Medium,3,1
11417,3696,Technical,Low,11,1
11418,5359,Login,High,6,4
11419,8671,Technical,High,8,5
11420,3507,Speed,Low,15,5
11421,7070,Refund,Low,1,3
11422,4800,Login,Medium,5,2
11423,14122,Network,High,4,3
11424,9235,Login,Medium,3,4
11425,1386,Refund,Medium,8,5
11426,11842,Refund,Medium,13,4
11427,2405,Speed,High,9,4
11428,13929,Login,Low,4,1
11429,6052,Technical,Medium,14,4
11430,6542,Login,Medium,14,5
11431,6341,Technical,High,7,5
11432,11790,Refund,Low,5,4
11433,920,Refund,Low,17,1
11434,3145,Billing,High,18,2
11435,3068,Network,Medium,1,2
11436,9365,Network,Medium,20,1
11437,13063,Network,Low,13,4
11438,13386,Network,Medium,4,4
11439,8578,Network,High,10,5
11440,8031,Login,High,5,4
11441,3624,Billing,Low,4,2
11442,922,Billing,Medium,15,3
11443,172,Billing,High,4,4
11444,733,Technical,Medium,13,2
11445,13071,Speed,Low,1,1
11446,6978,Speed,Medium,20,2
11447,2976,Billing,High,11,5
11448,10168,Network,Low,3,5
11449,10117,Network,Medium,4,4
11450,14377,Billing,Low,18,1
11451,14139,Refund,Medium,20,5
11452,604,Speed,Low,14,1
11453,24,Billing,Low,10,2
11454,7195,Billing,High,3,2
11455,10808,Login,Low,8,4
11456,10721,Refund,Medium,9,4
11457,8179,Network,Medium,19,5
11458,10928,Network,High,1,5
11459,549,Refund,Medium,10,4
11460,3872,Speed,Low,9,2
11461,6156,Speed,High,2,4
11462,6160,Technical,Low,17,3
11463,7999,Speed,Medium,16,5
11464,4467,Speed,Medium,19,5
11465,13947,Speed,Low,12,4
11466,1291,Technical,High,5,3
11467,9876,Login,High,14,3
11468,14665,Network,High,3,4
11469,3962,Network,Low,10,4
11470,4264,Billing,Medium,14,5
11471,8888,Refund,High,17,2
11472,10828,Network,Low,14,1
11473,14851,Technical,High,8,5
11474,3553,Speed,High,3,5
11475,1646,Login,Low,4,2
11476,1435,Refund,High,19,1
11477,12322,Billing,High,3,3
11478,11736,Login,High,4,1
11479,14506,Login,High,20,4
11480,2416,Technical,High,16,1
11481,12406,Login,Low,18,2
11482,2047,Login,Low,5,5
11483,13636,Billing,Medium,19,5
11484,895,Login,Medium,13,5
11485,6039,Network,High,12,1
11486,5857,Network,Low,13,2
11487,14884,Refund,Low,9,3
11488,1436,Billing,Medium,18,5
11489,7031,Login,High,5,3
11490,11474,Billing,Medium,2,1
11491,9653,Technical,Low,17,1
11492,12546,Network,High,5,2
11493,994,Billing,High,17,1
11494,4438,Login,Medium,9,1
11495,430,Technical,Medium,7,2
11496,2770,Speed,Low,3,4
11497,8725,Refund,High,6,1
11498,3735,Login,Low,13,2
11499,12908,Billing,Low,11,1
11500,10562,Billing,Low,17,1
11501,8968,Login,Low,16,3
11502,8639,Technical,Medium,13,1
11503,14242,Refund,Low,17,2
11504,1914,Speed,Low,6,5
11505,2796,Login,Medium,18,5
11506,10515,Technical,Low,12,2
11507,3875,Billing,Medium,14,3
11508,6460,Refund,Low,4,2
11509,10118,Network,High,2,1
11510,14453,Network,Medium,7,3
11511,308,Network,High,15,3
11512,11172,Refund,Medium,11,3
11513,8291,Billing,Medium,6,4
11514,6127,Network,High,5,3
11515,7885,Technical,Low,13,3
11516,3797,Technical,Low,20,5
11517,1679,Speed,Low,5,5
11518,707,Network,High,20,4
11519,1872,Speed,Low,2,4
11520,11632,Refund,High,7,2
11521,8149,Speed,High,16,1
11522,2896,Refund,Low,16,1
11523,7395,Technical,High,9,2
11524,3012,Billing,Low,1,5
11525,1847,Billing,Low,12,2
11526,12595,Billing,Medium,17,1
11527,1476,Billing,Low,5,3
11528,14117,Login,High,4,5
11529,6616,Login,High,15,3
11530,8153,Speed,Medium,11,3
11531,4181,Billing,High,20,3
11532,9863,Billing,Low,19,3
11533,14848,Billing,Low,12,5
11534,2334,Refund,High,8,4
11535,728,Speed,Low,16,4
11536,5120,Technical,High,3,5
11537,931,Speed,Medium,17,4
11538,11896,Refund,Low,19,5
11539,7389,Network,Medium,19,5
11540,10390,Login,High,6,5
11541,3175,Speed,Medium,9,2
11542,523,Login,High,8,4
11543,4955,Refund,Medium,4,4
11544,13960,Network,High,17,1
11545,7885,Speed,Low,20,4
11546,3937,Refund,Medium,13,4
11547,7704,Refund,High,4,4
11548,8638,Technical,Low,3,4
11549,13065,Refund,High,19,2
11550,3715,Refund,Low,19,5
11551,12213,Refund,High,19,4
11552,5656,Technical,Medium,19,3
11553,12655,Network,Low,14,1
11554,8068,Login,Medium,20,5
11555,9649,Billing,High,2,1
11556,12575,Billing,Medium,9,2
11557,5936,Technical,Low,16,3
11558,5933,Refund,Low,6,2
11559,9977,Billing,Low,5,5
11560,10187,Speed,Low,18,1
11561,5003,Technical,High,14,1
11562,114,Network,Medium,5,5
11563,2304,Network,Low,15,1
11564,12570,Network,Medium,4,5
11565,3242,Speed,High,1,2
11566,2656,Refund,High,18,2
11567,5853,Refund,Low,6,4
11568,6099,Refund,Low,5,1
11569,14335,Refund,High,6,1
11570,12366,Speed,High,16,5
11571,10749,Login,Low,11,1
11572,413,Login,High,15,2
11573,14313,Login,Medium,19,5
11574,14981,Technical,High,8,3
11575,40,Login,Medium,13,1
11576,7299,Billing,High,2,4
11577,7109,Network,Low,2,5
11578,5337,Technical,Low,1,5
11579,11936,Login,High,12,1
11580,14986,Billing,Medium,8,1
11581,1835,Refund,High,14,5
11582,7520,Speed,Medium,1,5
11583,4082,Login,Medium,1,1
11584,7761,Speed,Low,20,3
11585,9919,Technical,High,2,1
11586,13793,Network,High,2,4
11587,1850,Refund,High,2,5
11588,12960,Login,Low,7,1
11589,11300,Technical,High,15,5
11590,11900,Billing,Medium,1,3
11591,13390,Refund,High,18,2
11592,8020,Network,Low,11,3
11593,2758,Refund,Medium,10,4
11594,7130,Technical,High,13,1
11595,12088,Billing,Medium,12,1
11596,11651,Speed,Low,4,1
11597,11478,Technical,Low,14,3
11598,2824,Speed,Medium,16,2
11599,6400,Network,Low,15,5
11600,14329,Billing,Medium,8,3
11601,3174,Billing,High,14,1
11602,7731,Network,Low,8,2
11603,8809,Speed,High,4,2
11604,5913,Speed,High,19,4
11605,12745,Technical,High,1,2
11606,8384,Login,Low,14,1
11607,6141,Technical,Medium,5,4
11608,5293,Technical,Medium,15,1
11609,3947,Login,Low,12,1
11610,8044,Network,High,14,5
11611,2607,Technical,Low,19,4
11612,10437,Login,Low,15,5
11613,12151,Network,Medium,15,2
11614,7123,Refund,Low,10,2
11615,13710,Network,Medium,13,2
11616,13418,Network,Low,6,2
11617,10351,Billing,Medium,16,1
11618,10250,Login,Low,17,3
11619,2981,Login,Low,10,4
11620,2902,Network,Medium,10,2
11621,14032,Refund,High,8,5
11622,10160,Technical,Low,13,1
11623,1583,Network,Low,19,5
11624,8382,Technical,Medium,7,4
11625,7347,Speed,Medium,9,2
11626,314,Network,High,1,3
11627,7689,Login,Low,20,2
11628,3556,Technical,Low,19,5
11629,5931,Billing,Medium,1,1
11630,5005,Refund,Low,6,5
11631,3302,Login,Medium,16,3
11632,5680,Network,Medium,7,3
11633,3083,Speed,High,16,2
11634,14546,Refund,Medium,13,3
11635,11701,Refund,Medium,17,2
11636,14392,Billing,Medium,15,3
11637,879,Speed,Medium,11,2
11638,8268,Login,Low,8,3
11639,9532,Technical,Low,20,4
11640,6759,Technical,Medium,5,1
11641,9720,Refund,Medium,2,2
11642,10207,Technical,Low,16,2
11643,2868,Login,Medium,11,2
11644,6152,Speed,Medium,17,4
11645,13023,Speed,Medium,8,4
11646,6521,Login,High,19,1
11647,4507,Login,Medium,4,4
11648,2449,Refund,High,19,4
11649,12045,Network,Medium,12,2
11650,6200,Refund,Medium,14,3
11651,5636,Billing,Low,14,5
11652,13506,Billing,Medium,7,4
11653,2478,Network,Medium,9,4
11654,6874,Billing,Medium,17,1
11655,1474,Refund,High,17,1
11656,13829,Network,High,17,1
11657,3220,Refund,High,12,5
11658,8933,Speed,Medium,3,5
11659,14757,Refund,Medium,13,5
11660,11209,Network,High,13,4
11661,9488,Technical,Low,3,5
11662,753,Billing,Medium,5,5
11663,7107,Login,High,10,2
11664,11939,Refund,Low,3,5
11665,13600,Network,Medium,11,5
11666,11195,Network,High,2,3
11667,9637,Network,Medium,10,3
11668,12699,Speed,High,18,2
11669,12454,Login,High,12,2
11670,9644,Network,Medium,18,3
11671,1856,Technical,Medium,9,1
11672,7075,Technical,Low,17,5
11673,8255,Network,High,16,2
11674,3647,Refund,High,7,3
11675,10575,Login,Low,9,4
11676,2739,Login,High,20,1
11677,5752,Technical,Medium,15,4
11678,12664,Refund,Low,13,5
11679,462,Speed,High,7,4
11680,3179,Technical,High,16,4
11681,8476,Technical,Low,5,4
11682,9091,Billing,Low,10,1
11683,8343,Network,Low,13,3
11684,5695,Speed,Medium,11,1
11685,12807,Speed,High,15,5
11686,5951,Billing,Medium,15,4
11687,8932,Billing,High,20,5
11688,9331,Technical,Medium,3,4
11689,9504,Refund,Low,5,5
11690,3107,Login,Medium,19,1
11691,14748,Technical,Low,16,2
11692,9735,Billing,Medium,12,3
11693,1919,Refund,High,9,4
11694,14561,Speed,Low,10,2
11695,3038,Network,Medium,9,4
11696,1402,Billing,Medium,9,3
11697,9396,Refund,Low,2,1
11698,10467,Speed,High,2,2
11699,8636,Speed,Low,14,5
11700,14297,Refund,Low,7,1
11701,6238,Login,High,10,4
11702,2299,Network,High,10,5
11703,7762,Refund,High,9,5
11704,3494,Technical,High,20,2
11705,10765,Billing,High,6,1
11706,13712,Login,Medium,14,3
11707,2309,Technical,Medium,15,3
11708,12668,Speed,Medium,17,5
11709,1897,Billing,High,1,1
11710,13796,Speed,Medium,18,2
11711,11142,Speed,Medium,10,5
11712,13711,Refund,High,10,2
11713,3729,Login,Medium,11,3
11714,6149,Network,Low,7,5
11715,4912,Billing,Low,13,1
11716,6197,Billing,High,17,2
11717,2718,Refund,Medium,6,3
11718,6595,Technical,Low,11,3
11719,2064,Speed,Low,11,2
11720,3306,Technical,Medium,13,3
11721,13734,Technical,High,19,4
11722,10379,Login,Medium,17,2
11723,3216,Network,High,18,5
11724,7587,Billing,High,4,3
11725,3612,Network,High,8,2
11726,14044,Speed,High,10,1
11727,12504,Technical,Low,17,4
11728,8224,Technical,Medium,9,5
11729,9609,Billing,Low,14,2
11730,7992,Network,Medium,18,4
11731,5038,Refund,Medium,20,1
11732,14198,Speed,Low,8,2
11733,3456,Speed,Low,15,4
11734,10460,Login,Medium,1,2
11735,9236,Refund,Low,15,3
11736,9430,Login,Low,9,2
11737,14039,Technical,Low,14,4
11738,780,Billing,High,14,3
11739,9343,Refund,Low,19,1
11740,14977,Billing,High,6,3
11741,14057,Technical,Medium,15,2
11742,2769,Login,High,9,1
11743,10460,Network,Medium,12,2
11744,3157,Network,Medium,14,1
11745,4983,Billing,Low,16,2
11746,12978,Refund,Medium,11,1
11747,14962,Login,High,18,3
11748,12699,Login,High,16,3
11749,12343,Refund,High,15,2
11750,13246,Speed,Medium,16,3
11751,4815,Network,High,1,3
11752,5848,Refund,High,11,2
11753,6720,Technical,Medium,4,5
11754,1853,Login,Low,9,4
11755,3657,Speed,Low,8,4
11756,10841,Login,High,2,2
11757,14647,Billing,Low,7,3
11758,8279,Technical,Low,6,2
11759,14629,Login,High,8,5
11760,1177,Network,Low,20,1
11761,856,Speed,Low,9,3
11762,5059,Network,High,17,4
11763,3826,Network,High,16,2
11764,2346,Billing,Low,17,5
11765,7528,Technical,Low,2,1
11766,12167,Network,High,8,1
11767,13567,Refund,High,17,2
11768,13188,Speed,Low,15,2
11769,12925,Refund,Low,1,5
11770,3313,Speed,Medium,12,2
11771,1960,Network,Low,8,1
11772,3991,Billing,Medium,17,1
11773,11583,Network,High,17,2
11774,3395,Login,High,15,3
11775,12397,Speed,High,1,5
11776,1790,Refund,High,8,2
11777,1648,Network,High,11,3
11778,13687,Billing,Medium,6,1
11779,2908,Login,High,7,1
11780,2798,Refund,Medium,11,4
11781,2371,Refund,Low,3,4
11782,770,Billing,High,3,5
11783,5951,Refund,Low,10,5
11784,11423,Network,Medium,19,5
11785,9725,Speed,Low,12,5
11786,11531,Billing,Medium,12,5
11787,5810,Speed,Low,13,5
11788,5306,Login,High,2,2
11789,10174,Network,Low,12,1
11790,4377,Login,Low,7,2
11791,13665,Network,Medium,16,1
11792,7629,Speed,Low,11,4
11793,3745,Speed,Medium,20,4
11794,6324,Network,Medium,5,5
11795,692,Technical,High,14,2
11796,14304,Login,Low,9,3
11797,252,Speed,High,18,3
11798,11896,Technical,Low,5,3
11799,4254,Login,High,4,1
11800,9088,Network,High,13,3
11801,5258,Refund,Low,14,2
11802,10149,Refund,Medium,2,2
11803,1068,Network,Medium,20,3
11804,11501,Login,Low,7,5
11805,10217,Speed,Low,16,1
11806,9515,Login,High,2,2
11807,11967,Technical,Medium,20,5
11808,3106,Refund,High,5,2
11809,4919,Technical,Low,8,5
11810,11896,Speed,Medium,7,1
11811,14125,Speed,Low,16,1
11812,229,Refund,Medium,19,1
11813,8431,Network,Medium,3,4
11814,10860,Login,High,13,5
11815,3742,Refund,High,15,3
11816,9739,Speed,High,15,1
11817,945,Speed,Low,10,5
11818,5805,Login,Medium,20,2
11819,6980,Refund,Low,13,5
11820,4444,Refund,Medium,12,2
11821,1424,Refund,Low,11,5
11822,3126,Speed,High,16,1
11823,7681,Speed,High,5,4
11824,9328,Speed,Medium,20,2
11825,14135,Billing,Medium,17,4
11826,2927,Network,Medium,5,4
11827,9628,Login,High,7,2
11828,10721,Network,High,2,1
11829,5075,Billing,Low,8,3
11830,10640,Network,Low,19,4
11831,12731,Speed,Low,19,1
11832,8314,Network,Low,2,4
11833,10996,Technical,High,6,4
11834,58,Refund,Low,14,3
11835,9324,Speed,Medium,4,5
11836,494,Billing,High,5,4
11837,9295,Login,High,8,2
11838,87,Speed,Low,7,4
11839,12210,Speed,High,5,1
11840,2756,Technical,High,11,4
11841,11218,Login,Low,2,4
11842,6838,Refund,High,14,1
11843,3361,Network,Low,15,1
11844,2867,Billing,Low,4,4
11845,1190,Billing,High,12,1
11846,5348,Billing,High,12,4
11847,6661,Refund,Low,5,4
11848,11843,Login,Medium,11,5
11849,1626,Network,Medium,11,5
11850,13894,Login,Low,1,3
11851,14135,Technical,Medium,5,4
11852,8415,Billing,High,12,2
11853,12618,Login,Medium,3,2
11854,14964,Login,Low,19,3
11855,10498,Login,Low,2,1
11856,13761,Login,Low,19,5
11857,402,Refund,High,1,5
11858,12730,Billing,Medium,16,5
11859,10549,Network,Medium,5,3
11860,10546,Billing,Low,10,5
11861,2286,Billing,Medium,19,4
11862,7765,Billing,Low,15,3
11863,13788,Refund,Low,18,2
11864,9665,Technical,High,6,4
11865,10037,Login,High,3,3
11866,9447,Refund,High,14,2
11867,5823,Network,Medium,8,4
11868,9509,Billing,High,20,2
11869,13966,Login,High,2,3
11870,8664,Technical,Low,14,1
11871,11579,Network,Medium,17,2
11872,7110,Technical,High,6,3
11873,5545,Technical,Medium,3,5
11874,10362,Login,Medium,6,2
11875,3511,Login,Low,11,4
11876,8656,Technical,Low,18,2
11877,14402,Network,Medium,7,2
11878,3597,Network,High,18,5
11879,13027,Refund,Medium,14,1
11880,13336,Network,Low,18,3
11881,9328,Login,High,4,5
11882,13241,Network,Medium,19,3
11883,7452,Technical,Low,5,4
11884,4949,Refund,High,7,1
11885,1324,Refund,High,16,4
11886,5741,Refund,High,19,3
11887,8314,Login,High,15,1
11888,14848,Technical,Medium,6,4
11889,6888,Billing,High,13,3
11890,9114,Speed,Low,2,5
11891,13655,Network,Medium,5,5
11892,8867,Technical,Low,20,2
11893,14023,Billing,Medium,11,5
11894,10803,Refund,High,16,1
11895,11187,Login,Low,10,5
11896,5352,Speed,Low,20,5
11897,5486,Network,Medium,12,5
11898,2649,Login,Low,9,2
11899,3973,Login,Low,11,4
11900,9689,Technical,Medium,17,3
11901,7433,Login,Low,8,2
11902,680,Refund,Low,13,1
11903,5245,Speed,Low,17,1
11904,9221,Login,High,5,5
11905,1778,Login,Low,20,3
11906,3618,Login,High,13,1
11907,9852,Network,Low,5,1
11908,1836,Network,Low,3,5
11909,12862,Speed,Low,7,3
11910,7964,Login,High,16,5
11911,4623,Network,Medium,19,5
11912,7521,Speed,Low,11,1
11913,6682,Billing,Low,16,5
11914,7247,Technical,High,13,4
11915,14787,Refund,Medium,14,1
11916,13536,Network,Low,3,3
11917,10139,Network,Medium,18,1
11918,213,Speed,Medium,18,5
11919,4512,Network,Low,20,5
11920,3519,Technical,Low,14,3
11921,6413,Billing,Medium,6,2
11922,5250,Network,High,17,1
11923,14959,Refund,Medium,2,2
11924,1154,Network,High,9,3
11925,3994,Network,Medium,7,2
11926,9030,Technical,Medium,19,1
11927,6947,Network,High,5,4
11928,10124,Refund,Low,6,2
11929,6472,Technical,High,6,3
11930,12737,Network,Medium,16,4
11931,7105,Billing,Medium,9,4
11932,4495,Billing,Low,7,2
11933,6893,Refund,Medium,15,2
11934,14596,Network,Low,18,2
11935,4567,Billing,High,13,5
11936,1934,Technical,Medium,16,4
11937,2645,Network,High,9,2
11938,2179,Network,Medium,11,4
11939,7992,Billing,Low,8,5
11940,2089,Login,Medium,18,4
11941,6909,Billing,High,1,4
11942,3889,Technical,High,3,5
11943,13586,Technical,Low,9,1
11944,3227,Technical,Medium,9,1
11945,14060,Technical,Medium,14,4
11946,6422,Billing,Low,6,2
11947,6503,Login,Medium,9,1
11948,2138,Network,Low,1,5
11949,8246,Speed,Medium,9,1
11950,2681,Network,Medium,14,1
11951,8834,Network,Medium,10,3
11952,7869,Network,Low,18,1
11953,4191,Billing,Medium,17,5
11954,7351,Technical,Low,2,4
11955,8633,Refund,Medium,3,4
11956,2660,Login,High,20,4
11957,4725,Network,Low,11,2
11958,10997,Network,Low,3,1
11959,3140,Billing,Medium,2,5
11960,14429,Speed,Medium,10,2
11961,6405,Billing,High,11,1
11962,5340,Speed,High,12,5
11963,9042,Network,Low,10,5
11964,4978,Network,High,10,2
11965,11366,Speed,Low,3,1
11966,14768,Network,Medium,3,5
11967,7502,Login,Low,7,5
11968,1569,Login,Medium,20,2
11969,9402,Refund,Low,1,2
11970,13420,Billing,High,2,5
11971,14433,Technical,Medium,20,1
11972,925,Billing,Medium,5,5
11973,14558,Refund,Low,20,5
11974,6882,Network,Low,18,1
11975,94,Speed,High,20,5
11976,5942,Login,Medium,6,1
11977,10310,Login,Medium,16,2
11978,4440,Refund,Medium,3,4
11979,4220,Login,Medium,15,4
11980,11321,Network,Medium,16,2
11981,5968,Login,Low,20,2
11982,12071,Technical,Low,17,4
11983,2722,Billing,Medium,14,5
11984,1137,Network,High,14,5
11985,14472,Speed,Medium,11,5
11986,10293,Technical,High,20,3
11987,6080,Refund,Medium,5,1
11988,279,Network,Low,6,4
11989,1870,Technical,Medium,18,2
11990,10680,Login,Medium,19,1
11991,8262,Speed,Medium,11,4
11992,9150,Network,Medium,2,1
11993,2875,Refund,Low,1,5
11994,488,Billing,High,12,4
11995,4053,Speed,Low,4,5
11996,2370,Login,Low,4,5
11997,2858,Speed,Medium,1,5
11998,432,Network,High,12,1
11999,1638,Refund,Medium,7,1
12000,7847,Network,High,8,4
12001,13154,Speed,High,8,2
12002,14732,Speed,Medium,16,3
12003,8982,Technical,Medium,1,1
12004,9698,Refund,Low,15,5
12005,12525,Network,Medium,18,4
12006,11259,Login,High,1,2
12007,8974,Network,High,1,4
12008,8672,Refund,Medium,20,4
12009,2966,Login,Medium,11,5
12010,10626,Billing,Medium,7,2
12011,9418,Speed,High,6,1
12012,2497,Billing,Low,5,1
12013,2986,Login,High,3,3
12014,1008,Refund,High,10,1
12015,115,Speed,Medium,10,3
12016,11975,Refund,Medium,20,3
12017,14380,Speed,Medium,4,2
12018,12145,Login,Medium,8,3
12019,9461,Refund,Medium,1,4
12020,14448,Billing,Medium,18,3
12021,6427,Speed,Low,12,4
12022,1571,Network,Medium,16,2
12023,11646,Speed,Medium,14,1
12024,3995,Speed,Low,1,3
12025,7750,Speed,High,1,3
12026,9487,Login,Low,6,2
12027,7879,Login,Low,9,4
12028,1430,Speed,High,3,4
12029,14613,Refund,Low,11,1
12030,4989,Billing,Low,15,1
12031,12722,Billing,Low,11,2
12032,3561,Network,Medium,3,1
12033,6745,Refund,High,18,1
12034,1864,Speed,Low,6,4
12035,1537,Refund,High,10,4
12036,14127,Speed,Medium,17,2
12037,11062,Speed,Low,10,4
12038,9303,Login,Medium,13,4
12039,4243,Refund,Low,1,2
12040,2415,Technical,Medium,16,2
12041,13120,Login,Low,4,2
12042,13000,Speed,High,9,3
12043,3596,Billing,Medium,7,2
12044,7439,Login,Low,7,5
12045,4533,Technical,Low,18,4
12046,11303,Network,High,15,3
12047,14367,Speed,High,18,3
12048,11700,Billing,High,6,4
12049,9862,Technical,High,15,4
12050,3597,Login,Low,7,4
12051,8122,Technical,Medium,4,2
12052,8684,Login,High,3,3
12053,11539,Login,High,18,3
12054,13176,Technical,Low,18,2
12055,11374,Billing,High,2,5
12056,13729,Technical,High,8,5
12057,6197,Login,High,2,2
12058,7673,Technical,High,12,1
12059,1653,Speed,High,15,2
12060,7520,Billing,High,7,4
12061,1232,Refund,High,11,1
12062,5785,Login,High,10,2
12063,4845,Technical,Low,9,5
12064,8304,Login,High,14,3
12065,5114,Billing,Low,17,2
12066,11170,Technical,Low,6,1
12067,11030,Network,Medium,14,1
12068,14420,Refund,Low,9,4
12069,5386,Technical,Medium,6,1
12070,2471,Network,Medium,10,2
12071,7677,Login,High,20,5
12072,11929,Refund,Low,11,2
12073,6454,Speed,Medium,10,3
12074,6285,Login,High,15,5
12075,395,Speed,Low,7,4
12076,14805,Speed,Medium,1,4
12077,9139,Speed,High,14,2
12078,14690,Speed,High,7,1
12079,6594,Billing,High,10,5
12080,10069,Billing,Medium,4,1
12081,12295,Technical,Medium,5,3
12082,1767,Login,Low,18,4
12083,10988,Refund,Medium,8,4
12084,12654,Refund,Medium,5,4
12085,11426,Network,High,11,1
12086,7387,Network,High,9,5
12087,9210,Refund,Medium,19,1
12088,2108,Login,High,19,4
12089,10958,Billing,Low,13,5
12090,1359,Login,High,4,5
12091,7176,Refund,Medium,19,1
12092,13183,Technical,High,16,1
12093,1609,Network,Medium,1,4
12094,5334,Billing,High,9,5
12095,7159,Speed,Low,10,4
12096,1304,Billing,Low,2,2
12097,3408,Billing,Low,10,5
12098,8264,Speed,High,7,4
12099,6917,Billing,High,10,1
12100,10177,Login,Low,16,3
12101,826,Login,Low,17,1
12102,1059,Billing,High,10,3
12103,6326,Network,Low,2,3
12104,3528,Billing,Medium,2,1
12105,6551,Speed,Low,19,3
12106,6771,Network,Medium,16,3
12107,6270,Login,Low,4,2
12108,911,Refund,Medium,18,5
12109,9674,Login,Low,3,4
12110,4437,Billing,Medium,11,3
12111,10894,Billing,Medium,11,2
12112,5770,Speed,Medium,20,3
12113,9577,Speed,Medium,3,4
12114,13082,Speed,High,18,2
12115,9831,Login,Medium,15,4
12116,5218,Technical,Medium,1,4
12117,13252,Network,Low,6,2
12118,8496,Refund,Low,14,2
12119,5708,Technical,Medium,8,3
12120,7753,Technical,Low,9,3
12121,439,Technical,Low,17,2
12122,6520,Login,Medium,8,4
12123,9151,Technical,High,6,1
