usage_id,customer_id,month,data_usage_gb,call_minutes,sms_count
19215,6212,2024-11-05,446.09,3737,110
19216,5641,2024-03-14,142.59,533,281
19217,7155,2024-02-28,45.22,782,187
19218,13623,2024-01-25,455.37,3067,267
19219,10087,2024-06-12,254.33,608,53
19220,10684,2024-06-17,248.57,1184,233
19221,12085,2024-10-13,263.76,885,366
19222,11640,2024-12-06,153.46,104,96
19223,9673,2024-10-21,185.65,3524,442
19224,2836,2024-11-04,263.09,2249,133
19225,467,2024-01-06,138.68,1362,268
19226,9244,2024-01-10,143.26,3924,177
19227,13879,2024-10-12,440.3,3541,309
19228,1818,2024-12-26,323.56,3542,312
19229,13523,2024-03-27,448.13,2407,178
19230,7676,2024-06-20,253.03,702,372
19231,7002,2024-07-09,345.09,273,147
19232,12863,2024-06-08,64.81,3693,262
19233,14523,2024-01-06,439.33,2817,492
19234,3348,2024-01-07,277.27,3838,369
19235,13677,2024-06-23,354.91,2194,254
19236,11017,2024-02-16,290.56,2477,152
19237,13633,2024-09-23,119.58,2078,331
19238,8511,2024-12-16,365.72,2910,6
19239,3583,2024-03-15,424.51,1217,199
19240,5322,2024-07-14,187.85,3097,31
19241,4832,2024-05-15,62.65,1090,395
19242,11648,2024-03-25,370.97,930,195
19243,5996,2024-09-02,303.36,3879,121
19244,7892,2024-02-11,60.42,3725,381
19245,7350,2024-09-16,358.12,1574,279
19246,10266,2024-09-19,201.65,1114,375
19247,6999,2024-02-25,131.04,1243,176
19248,6926,2024-04-20,338.2,721,222
19249,4573,2024-11-14,269.27,3422,66
19250,1043,2024-07-30,320.06,1437,2
19251,8144,2024-08-08,345.23,1594,93
19252,8378,2024-05-23,37.71,2811,204
19253,7534,2024-12-03,211.63,3052,412
19254,3555,2024-08-13,255.38,474,347
19255,1008,2024-07-20,313.88,2641,152
19256,3213,2024-10-15,15.31,2948,223
19257,14288,2024-09-13,50.11,144,102
19258,11668,2024-07-15,178.58,2886,6
19259,5695,2024-07-09,304.86,3963,337
19260,4771,2024-08-22,242.33,1565,211
19261,4982,2024-06-09,270.12,3802,190
19262,7976,2024-03-13,259.64,2986,209
19263,8281,2024-09-26,133.44,422,378
19264,5338,2024-09-04,434.69,349,29
19265,6416,2024-03-01,348.25,2956,43
19266,5859,2024-07-21,77.94,491,127
19267,124,2024-10-25,66.63,727,198
19268,12449,2024-02-03,62.39,1234,228
19269,7127,2024-06-04,69.07,1376,105
19270,2553,2024-10-01,497.24,2931,286
19271,10734,2024-09-04,191.13,2496,101
19272,969,2024-11-03,298.75,472,278
19273,14619,2024-02-12,33.19,2578,230
19274,6541,2024-10-16,301.43,44,326
19275,12048,2024-11-09,154.93,3245,443
19276,11273,2024-01-28,273.88,153,477
19277,6205,2024-06-25,132.23,1593,327
19278,674,2024-08-19,61.74,1307,400
19279,12487,2024-05-05,453.12,535,171
19280,5258,2024-06-28,494.58,2896,120
19281,895,2024-03-20,171.6,1610,291
19282,10449,2024-11-30,355.44,968,123
19283,9433,2024-11-29,424.5,2962,173
19284,7490,2024-03-19,146.99,3763,65
19285,14866,2024-01-11,461.83,391,294
19286,2287,2024-07-09,488.38,2178,200
19287,1135,2024-10-14,17.58,1338,282
19288,5395,2024-07-26,99.55,456,200
19289,11571,2024-08-02,105.75,1981,56
19290,7155,2024-06-17,6.17,1595,69
19291,9800,2024-03-06,81.65,1139,494
19292,13849,2024-03-09,12.36,149,67
19293,2136,2024-11-07,131.15,216,113
19294,2972,2024-04-30,127.38,3394,283
19295,9507,2024-06-09,424.58,2438,393
19296,3371,2024-07-01,314.42,1562,354
19297,7985,2024-08-21,81.45,2505,496
19298,5382,2024-05-08,425.42,2902,14
19299,1620,2024-02-22,311.29,2842,265
19300,3452,2024-05-05,237.13,531,150
19301,13411,2024-08-04,87.8,43,277
19302,5212,2024-10-27,403.86,1146,268
19303,5083,2024-07-28,239.46,3745,433
19304,3671,2024-11-20,487.2,2102,486
19305,6779,2024-11-19,155.58,3346,210
19306,3248,2024-05-30,332.03,3671,405
19307,2837,2024-09-17,273.67,2647,151
19308,6032,2024-04-26,81.0,3284,289
19309,10179,2024-08-22,354.8,827,357
19310,13082,2024-09-30,250.46,1409,136
19311,14276,2024-05-25,31.52,3402,271
19312,863,2024-11-17,253.02,3830,403
19313,13598,2024-04-15,449.75,895,258
19314,6223,2024-06-17,142.45,2556,56
19315,10431,2024-01-19,474.33,2207,52
19316,4302,2024-03-19,191.37,2081,280
19317,13683,2024-09-10,150.77,1895,85
19318,11962,2024-01-10,31.62,2126,175
19319,513,2024-04-13,355.56,1280,467
19320,13044,2024-08-19,388.41,2833,385
19321,3860,2024-09-17,256.01,3510,142
19322,8443,2024-11-01,11.53,1171,322
19323,1836,2024-10-04,238.72,2683,21
19324,13069,2024-12-02,77.79,1410,78
19325,6244,2024-12-11,460.99,2158,314
19326,7895,2024-03-02,16.91,29,390
19327,11138,2024-10-29,491.76,998,201
19328,7064,2024-11-14,418.56,3768,77
19329,12979,2024-04-06,358.31,1108,138
19330,4127,2024-11-28,339.84,1365,293
19331,8048,2024-03-04,423.42,1641,184
19332,11112,2024-12-19,164.03,3078,130
19333,4215,2024-06-21,345.79,3362,448
19334,4202,2024-02-08,433.8,2581,108
19335,8261,2024-10-16,52.72,2659,155
19336,11906,2024-04-26,394.91,2427,215
19337,13715,2024-08-10,68.97,372,111
19338,2088,2024-06-10,315.28,1006,68
19339,14740,2024-12-28,227.22,2207,70
19340,6059,2024-03-02,241.49,2776,366
19341,12499,2024-08-04,267.86,1780,488
19342,8363,2024-04-16,208.17,1632,201
19343,7528,2024-11-01,153.01,364,241
19344,7840,2024-01-22,80.84,781,197
19345,2927,2024-03-21,426.94,196,438
19346,6370,2024-06-03,126.61,2890,480
19347,8976,2024-05-12,440.3,2976,279
19348,839,2024-08-18,410.01,2467,345
19349,9791,2024-03-06,229.59,1499,299
19350,7749,2024-07-25,73.2,2499,60
19351,7187,2024-11-24,427.08,3849,68
19352,9092,2024-10-31,466.12,2947,25
19353,3300,2024-05-21,374.61,2985,171
19354,6732,2024-03-17,496.83,3730,11
19355,1887,2024-07-28,307.3,2813,224
19356,2066,2024-12-27,191.27,3445,472
19357,14647,2024-10-31,379.78,2395,80
19358,1605,2024-09-14,466.38,71,476
19359,7874,2024-01-25,212.84,139,443
19360,11572,2024-11-30,98.91,3834,462
19361,3957,2024-05-01,490.62,2276,83
19362,13498,2024-05-15,32.57,1589,92
19363,4480,2024-07-14,95.7,1278,12
19364,6303,2024-12-27,484.12,184,331
19365,12978,2024-08-25,377.91,3857,253
19366,6848,2024-03-09,82.9,2866,144
19367,12062,2024-10-09,278.6,98,336
19368,10407,2024-08-26,61.56,3986,347
19369,2339,2024-04-06,316.85,980,358
19370,2804,2024-04-02,428.66,975,211
19371,12204,2024-07-30,109.55,2873,468
19372,12089,2024-10-15,169.48,1012,191
19373,8525,2024-10-02,441.92,3007,384
19374,7711,2024-12-21,399.56,3931,322
19375,5023,2024-05-26,259.98,3533,386
19376,9283,2024-10-25,480.32,859,200
19377,4719,2024-05-14,103.62,2226,296
19378,7207,2024-07-24,224.86,3104,450
19379,4788,2024-07-14,25.65,755,365
19380,2197,2024-02-17,285.98,2885,247
19381,6262,2024-03-03,460.82,2843,231
19382,14762,2024-03-16,456.23,2712,342
19383,5629,2024-08-20,402.92,1261,97
19384,4302,2024-03-30,18.2,2835,82
19385,5924,2024-07-12,227.09,932,326
19386,6269,2024-04-30,200.1,1591,15
19387,13222,2024-10-04,380.96,1661,303
19388,9412,2024-05-29,381.81,3765,322
19389,8678,2024-08-23,240.08,2605,309
19390,8585,2024-05-03,84.89,3627,174
19391,10759,2024-04-07,494.79,1988,206
19392,5570,2024-04-15,6.36,1966,266
19393,9240,2024-02-28,454.66,1217,219
19394,13061,2024-03-26,165.4,515,102
19395,5413,2024-11-07,78.19,3397,432
19396,12623,2024-08-18,286.06,1845,476
19397,7153,2024-03-12,317.42,3772,63
19398,14553,2024-10-29,242.65,871,361
19399,8130,2024-08-16,403.86,1591,341
19400,8961,2024-03-01,436.25,1273,180
19401,9525,2024-12-29,126.12,3570,352
19402,9381,2024-10-02,443.51,207,232
19403,810,2024-03-18,434.09,461,16
19404,8774,2024-03-03,121.66,2537,210
19405,879,2024-09-20,291.37,3184,54
19406,962,2024-04-30,209.97,931,426
19407,6280,2024-07-06,179.7,872,161
19408,12259,2024-05-13,4.92,3727,28
19409,1368,2024-07-04,302.78,1445,287
19410,14485,2024-09-16,383.27,3954,169
19411,10357,2024-04-28,322.01,2463,94
19412,10695,2024-12-02,272.42,2316,420
19413,7952,2024-10-29,318.86,1267,5
19414,933,2024-12-23,301.39,3789,102
19415,13604,2024-12-02,29.16,2486,133
19416,10078,2024-10-31,117.94,2393,198
19417,2682,2024-07-31,398.74,3795,431
19418,8650,2024-04-27,73.37,2140,232
19419,13223,2024-11-11,195.53,2413,189
19420,6652,2024-08-19,228.32,711,429
19421,2765,2024-07-19,299.06,2637,174
19422,1848,2024-08-25,321.41,2004,176
19423,3846,2024-03-15,316.36,3880,281
19424,10008,2024-09-01,92.38,3601,201
19425,5062,2024-06-07,328.57,746,109
19426,8340,2024-04-28,344.11,826,472
19427,8323,2024-05-01,299.47,1558,461
19428,7358,2024-03-03,257.53,3253,291
19429,4562,2024-03-01,158.83,3109,189
19430,5384,2024-07-30,440.13,3773,486
19431,894,2024-08-31,44.04,3178,362
19432,7876,2024-02-16,2.01,1105,126
19433,6477,2024-05-23,139.17,234,373
19434,4621,2024-11-19,119.06,3348,471
19435,461,2024-09-06,410.08,1313,123
19436,7616,2024-10-22,396.28,3049,106
19437,1306,2024-10-05,37.11,2025,499
19438,8647,2024-01-01,370.03,1689,383
19439,733,2024-01-29,495.6,1457,26
19440,4667,2024-10-05,126.97,3825,473
19441,5625,2024-06-25,136.21,1737,192
19442,3139,2024-05-03,141.65,1498,376
19443,13431,2024-05-31,119.17,3180,3
19444,11591,2024-10-19,203.44,3250,86
19445,384,2024-03-09,104.34,275,366
19446,1233,2024-06-16,238.5,1091,202
19447,11716,2024-08-15,146.37,2334,250
19448,10910,2024-09-25,30.63,2439,343
19449,2479,2024-01-11,311.45,3869,95
19450,12489,2024-04-25,25.46,531,81
19451,8219,2024-12-29,329.34,2776,5
19452,9166,2024-07-02,475.62,772,144
19453,9000,2024-09-18,291.58,2534,438
19454,1652,2024-02-02,51.84,2435,179
19455,11391,2024-05-03,91.16,1034,419
19456,2895,2024-09-25,475.25,384,367
19457,14101,2024-05-25,225.57,1666,121
19458,3530,2024-02-05,458.43,1446,192
19459,53,2024-01-08,384.21,1277,238
19460,7670,2024-12-17,143.53,149,292
19461,13589,2024-04-10,252.13,231,400
19462,12076,2024-10-13,299.55,532,72
19463,5004,2024-03-06,42.66,769,357
19464,4624,2024-11-07,478.45,2113,181
19465,1456,2024-11-10,38.0,1133,454
19466,1793,2024-06-14,207.03,2591,353
19467,8388,2024-07-02,413.89,2479,13
19468,6591,2024-04-30,101.11,1725,229
19469,6155,2024-01-01,187.68,1470,432
19470,14621,2024-09-11,292.67,1377,263
19471,1820,2024-04-10,433.44,195,201
19472,7278,2024-07-07,266.78,1124,499
19473,5040,2024-02-05,160.11,1621,247
19474,12341,2024-08-30,52.65,3099,241
19475,12296,2024-04-15,274.95,1708,286
19476,14745,2024-06-18,330.88,2701,61
19477,7755,2024-07-03,219.44,559,136
19478,3335,2024-12-08,323.81,1442,358
19479,13830,2024-09-03,122.11,2071,217
19480,1825,2024-12-18,146.02,3078,222
19481,1556,2024-02-06,436.12,2515,421
19482,776,2024-06-14,25.65,3182,353
19483,3967,2024-04-04,298.02,2854,379
19484,8764,2024-02-19,423.66,416,398
19485,3560,2024-03-19,244.4,2535,424
19486,14489,2024-04-12,256.64,2785,358
19487,2865,2024-02-01,119.69,310,263
19488,6457,2024-03-11,125.97,2275,12
19489,3473,2024-01-15,66.07,797,52
19490,3850,2024-08-23,183.24,370,25
19491,11705,2024-06-05,364.22,229,446
19492,6737,2024-09-08,287.28,3340,279
19493,11320,2024-05-09,397.87,3704,386
19494,1893,2024-03-19,209.89,2864,118
19495,5481,2024-08-14,391.21,391,344
19496,8042,2024-03-25,412.82,846,179
19497,10690,2024-12-18,471.6,910,45
19498,3574,2024-01-28,229.83,1547,76
19499,4048,2024-11-22,383.46,811,78
19500,487,2024-04-28,15.3,2069,242
19501,8039,2024-12-17,86.83,2527,441
19502,6864,2024-08-11,388.52,676,158
19503,13727,2024-12-14,129.82,126,203
19504,2333,2024-12-20,69.57,992,63
19505,6965,2024-04-10,54.95,2976,354
19506,3207,2024-04-21,298.53,931,346
19507,1419,2024-08-22,177.21,3864,25
19508,7742,2024-06-04,201.73,3791,431
19509,10724,2024-07-12,297.67,3088,313
19510,10909,2024-04-02,228.19,3220,401
19511,10244,2024-02-24,275.16,700,423
19512,4594,2024-12-11,129.55,1301,2
19513,12136,2024-01-31,112.05,1025,52
19514,5447,2024-03-03,181.73,2969,455
19515,73,2024-02-25,230.14,2768,430
19516,14725,2024-06-17,313.03,65,275
19517,4033,2024-12-14,112.74,214,320
19518,11709,2024-11-09,166.97,2613,461
19519,4470,2024-06-19,321.43,2198,182
19520,1756,2024-06-01,434.04,1031,290
19521,1985,2024-03-08,106.42,176,303
19522,5681,2024-03-23,135.26,1815,184
19523,9125,2024-12-29,231.17,1374,454
19524,9617,2024-08-17,370.24,405,42
19525,7512,2024-05-13,161.0,1846,73
19526,3321,2024-01-18,82.36,3514,286
19527,14299,2024-08-13,344.83,1460,461
19528,7819,2024-01-04,223.41,2690,429
19529,8813,2024-02-29,327.57,838,377
19530,8979,2024-02-03,385.56,2520,215
19531,3969,2024-10-01,289.77,3392,474
19532,12781,2024-05-31,57.17,2735,453
19533,5946,2024-03-22,387.52,3040,16
19534,2567,2024-08-05,394.21,2929,384
19535,13294,2024-03-10,34.2,1782,43
19536,9174,2024-12-05,273.11,630,367
19537,10231,2024-02-09,294.65,3229,31
19538,1489,2024-06-07,120.89,1814,13
19539,326,2024-03-26,8.08,3540,130
19540,2360,2024-08-26,464.0,469,425
19541,10418,2024-04-11,319.69,2527,474
19542,7835,2024-12-28,309.72,2894,298
19543,14080,2024-08-08,251.09,1614,116
19544,1122,2024-10-16,76.27,912,30
19545,10299,2024-01-12,224.02,3738,144
19546,519,2024-10-07,184.5,2555,137
19547,10772,2024-10-28,429.44,2097,221
19548,5785,2024-04-04,60.85,2704,105
19549,6116,2024-09-21,373.38,166,275
19550,3250,2024-03-03,43.82,3673,264
19551,13179,2024-05-19,352.14,3915,31
19552,4264,2024-12-11,149.66,3603,459
19553,5328,2024-02-20,164.54,357,113
19554,6750,2024-03-17,45.18,2597,77
19555,10533,2024-03-09,40.38,3777,342
19556,10648,2024-01-04,76.26,2657,486
19557,6971,2024-01-22,330.65,3848,388
19558,2114,2024-02-07,434.63,3997,264
19559,10381,2024-11-25,342.74,1759,138
19560,10703,2024-04-28,139.08,440,437
19561,13979,2024-08-26,380.51,261,306
19562,4959,2024-05-08,352.65,2317,255
19563,13248,2024-06-05,77.62,3295,351
19564,13571,2024-01-03,302.85,2963,231
19565,7334,2024-06-30,166.71,1496,384
19566,9270,2024-11-01,326.69,698,170
19567,7816,2024-12-30,111.81,728,64
19568,6100,2024-01-08,450.73,2839,266
19569,7531,2024-07-11,53.32,3174,54
19570,3650,2024-06-02,302.36,2989,18
19571,2863,2024-07-24,456.38,554,473
19572,6652,2024-10-31,144.85,629,290
19573,6018,2024-06-26,397.43,2470,47
19574,9028,2024-01-09,420.9,1416,17
19575,1678,2024-04-16,2.22,1323,478
19576,802,2024-01-14,428.43,244,9
19577,5638,2024-02-20,419.42,213,87
19578,5470,2024-11-27,44.31,3503,218
19579,4480,2024-09-25,28.41,2886,22
19580,8404,2024-02-26,186.85,1096,226
19581,3763,2024-05-08,112.83,2166,143
19582,10509,2024-01-29,282.3,752,388
19583,9077,2024-12-04,473.31,725,240
19584,8601,2024-12-17,457.38,1516,491
19585,8075,2024-10-13,175.6,572,440
19586,10492,2024-11-19,314.76,3680,18
19587,14170,2024-10-14,464.25,3160,27
19588,2756,2024-06-11,287.39,547,254
19589,4655,2024-08-12,286.11,388,419
19590,5948,2024-01-16,312.41,906,110
19591,7529,2024-11-01,252.97,340,386
19592,14779,2024-12-07,457.29,2870,192
19593,6718,2024-02-01,42.39,2386,92
19594,5254,2024-04-03,354.35,2380,307
19595,3535,2024-02-15,236.1,2030,398
19596,1550,2024-02-11,81.34,1211,211
19597,13760,2024-07-22,499.29,2949,210
19598,13467,2024-02-24,217.72,106,208
19599,2300,2024-08-19,226.2,3078,132
19600,4195,2024-05-12,51.58,2053,33
19601,6405,2024-06-20,105.74,87,311
19602,3915,2024-12-12,125.29,2168,479
19603,6733,2024-07-18,190.45,3858,150
19604,48,2024-07-16,37.66,3199,277
19605,9337,2024-08-18,34.6,1735,368
19606,11455,2024-12-21,427.5,1306,321
19607,5486,2024-01-28,304.24,1126,68
19608,14073,2024-05-11,230.51,943,400
19609,12027,2024-01-16,410.06,3820,56
19610,769,2024-07-18,381.57,1647,126
19611,11286,2024-05-26,244.89,3693,260
19612,13708,2024-01-31,216.72,1781,230
19613,12980,2024-12-01,420.8,389,343
19614,4096,2024-07-15,89.19,1047,325
19615,14797,2024-04-07,411.84,177,438
19616,8080,2024-12-08,444.12,714,324
19617,8447,2024-12-21,278.49,789,227
19618,13561,2024-05-28,140.22,2269,302
19619,13297,2024-05-21,473.31,3286,463
19620,14827,2024-01-14,479.79,1132,211
19621,11339,2024-04-20,81.77,3837,58
19622,2441,2024-11-19,201.7,1622,219
19623,10616,2024-05-10,160.69,1831,318
19624,7323,2024-06-12,360.79,1575,31
19625,7636,2024-03-11,479.04,1214,271
19626,3027,2024-12-08,215.77,3571,431
19627,13552,2024-08-05,483.47,1665,2
19628,9935,2024-08-14,456.9,3150,367
19629,5327,2024-01-23,492.99,374,160
19630,6507,2024-05-05,205.36,2398,11
19631,1768,2024-07-08,474.24,3543,138
19632,7702,2024-12-05,397.81,217,87
19633,11217,2024-11-09,89.07,1078,217
19634,14433,2024-12-03,2.38,1207,448
19635,9245,2024-10-14,210.52,974,257
19636,9172,2024-05-18,70.45,601,23
19637,5825,2024-09-13,211.1,1496,371
19638,14810,2024-01-12,45.59,3970,264
19639,4453,2024-04-06,489.03,578,31
19640,13322,2024-05-28,134.12,164,223
19641,1777,2024-11-14,447.8,125,420
19642,10419,2024-11-24,342.4,785,421
19643,9237,2024-03-25,165.77,819,396
19644,5673,2024-05-03,131.87,1643,385
19645,14770,2024-07-12,430.54,1294,299
19646,6248,2024-02-07,394.18,3697,379
19647,10638,2024-08-06,147.16,3045,153
19648,7414,2024-12-04,367.59,1451,208
19649,14239,2024-05-20,113.14,2078,223
19650,11494,2024-06-15,275.69,2097,44
19651,1593,2024-02-13,431.54,3938,268
19652,3478,2024-06-13,300.11,51,421
19653,774,2024-07-25,194.99,3926,1
19654,705,2024-08-26,2.17,3575,32
19655,2670,2024-05-15,277.87,398,246
19656,12036,2024-05-16,223.1,2495,470
19657,4794,2024-09-28,467.84,1714,96
19658,11642,2024-06-03,25.53,2574,436
19659,3664,2024-04-24,266.32,2141,164
19660,8638,2024-08-01,18.92,1444,69
19661,13928,2024-06-27,312.65,2050,48
19662,520,2024-05-03,433.17,3789,213
19663,1384,2024-09-28,125.37,2701,36
19664,6554,2024-11-03,181.91,1374,410
19665,8600,2024-03-18,346.24,2424,82
19666,3051,2024-09-12,282.2,1976,428
19667,12307,2024-03-29,246.86,1210,42
19668,4585,2024-01-14,208.09,3932,364
19669,14551,2024-12-14,60.53,3618,5
19670,11746,2024-11-10,282.35,3363,269
19671,4637,2024-01-03,369.44,1793,441
19672,2077,2024-01-07,324.01,2223,164
19673,14658,2024-03-15,323.03,2603,230
19674,5588,2024-08-01,71.7,286,336
19675,1808,2024-11-18,231.33,3756,424
19676,7613,2024-06-15,63.14,2517,139
19677,2670,2024-04-17,350.03,504,177
19678,6308,2024-05-20,209.18,1014,41
19679,7304,2024-06-28,410.22,2556,486
19680,7136,2024-01-08,73.31,1657,378
19681,4287,2024-04-24,413.93,3146,412
19682,3850,2024-04-25,449.34,783,455
19683,3203,2024-11-30,452.37,3701,363
19684,1480,2024-11-24,343.61,1302,238
19685,3738,2024-09-16,446.56,3141,17
19686,9391,2024-04-30,40.24,3695,476
19687,731,2024-06-20,51.58,2502,197
19688,12329,2024-04-30,452.74,3348,106
19689,12858,2024-09-10,472.06,3572,202
19690,1106,2024-11-05,344.75,3327,165
19691,4034,2024-09-04,261.23,2308,472
19692,5425,2024-05-19,261.55,116,38
19693,803,2024-07-17,267.28,2204,374
19694,167,2024-02-28,470.35,3954,423
19695,9551,2024-05-09,355.41,2702,357
19696,5969,2024-04-23,86.59,3141,417
19697,1875,2024-02-26,370.11,1998,188
19698,13557,2024-02-18,284.02,132,38
19699,4231,2024-11-25,343.42,3892,332
19700,9185,2024-04-06,437.09,3010,209
19701,3211,2024-09-04,399.04,367,384
19702,14598,2024-01-11,48.26,362,168
19703,10324,2024-03-14,472.56,2108,103
19704,3960,2024-07-29,131.88,3375,3
19705,8242,2024-12-01,28.65,272,409
19706,10568,2024-01-05,316.48,1265,396
19707,1900,2024-10-03,31.77,98,2
19708,7617,2024-04-09,230.93,2529,302
19709,13630,2024-01-29,301.76,3570,324
19710,8050,2024-10-19,372.29,931,414
19711,6036,2024-01-14,245.88,2457,116
19712,1805,2024-10-25,44.62,2032,81
19713,4927,2024-12-11,414.51,646,162
19714,8901,2024-07-27,215.61,1449,137
19715,304,2024-10-30,403.24,3065,106
19716,3573,2024-11-02,361.13,2553,465
19717,2159,2024-03-11,260.77,1287,259
19718,8296,2024-03-07,111.43,2244,0
19719,11161,2024-01-06,494.11,1484,237
19720,1929,2024-08-09,223.99,2596,312
19721,6536,2024-10-22,90.78,568,51
19722,12736,2024-02-14,373.6,1655,156
19723,11605,2024-01-21,462.16,914,199
19724,5402,2024-07-03,294.18,1488,195
19725,4168,2024-10-21,475.01,2828,407
19726,12552,2024-03-16,370.32,2461,22
19727,12393,2024-10-01,432.69,2070,320
19728,11592,2024-04-22,254.01,2740,485
19729,6430,2024-06-26,263.27,3252,212
19730,11139,2024-12-28,401.37,3417,328
19731,1743,2024-11-27,443.36,1974,49
19732,11798,2024-10-16,64.34,3975,458
19733,14809,2024-01-17,388.91,1861,376
19734,12451,2024-08-28,226.43,744,44
19735,3009,2024-09-16,293.38,3779,492
19736,6553,2024-07-22,495.42,1748,264
19737,12662,2024-01-03,82.29,1894,144
19738,9715,2024-03-23,306.07,1704,249
19739,9418,2024-03-08,168.86,3059,365
19740,3635,2024-09-09,351.38,1675,376
19741,4350,2024-06-17,388.29,2322,165
19742,2355,2024-07-25,398.25,422,259
19743,118,2024-12-08,6.48,62,492
19744,4754,2024-11-17,87.62,782,126
19745,11974,2024-06-14,334.25,1624,77
19746,679,2024-07-25,124.82,3620,354
19747,14974,2024-12-03,390.48,1231,286
19748,10931,2024-08-29,363.1,2433,133
19749,3530,2024-10-18,125.84,523,425
19750,4398,2024-03-21,413.47,2062,22
19751,7089,2024-01-24,222.32,874,10
19752,2037,2024-04-20,121.37,3203,187
19753,3812,2024-06-28,415.89,1253,270
19754,8,2024-01-14,160.59,662,30
19755,12486,2024-01-15,4.33,2790,205
19756,8923,2024-02-13,403.14,1727,458
19757,12244,2024-07-17,426.69,466,496
19758,9336,2024-03-06,370.83,3750,80
19759,7759,2024-05-05,202.35,1226,230
19760,9139,2024-03-24,325.15,517,360
19761,2816,2024-03-03,185.4,717,330
19762,12767,2024-07-01,332.49,2829,424
19763,4381,2024-10-23,59.6,3936,272
19764,9754,2024-02-03,277.35,223,49
19765,12030,2024-04-22,307.59,3141,491
19766,3085,2024-08-06,279.77,2035,210
19767,4855,2024-07-30,441.9,1778,352
19768,8279,2024-02-16,301.11,3658,316
19769,3644,2024-03-23,433.14,1318,228
19770,13480,2024-09-17,483.12,3962,39
19771,8483,2024-08-29,187.55,329,372
19772,5844,2024-12-22,146.5,25,79
19773,8092,2024-07-26,305.52,3164,228
19774,14561,2024-06-21,416.05,157,14
19775,5783,2024-07-18,340.24,3182,194
19776,9940,2024-05-27,232.17,1704,468
19777,13661,2024-08-30,40.03,2607,494
19778,2419,2024-02-19,403.01,1434,262
19779,12865,2024-03-09,468.31,2060,469
19780,2436,2024-04-04,320.58,2918,2
19781,2412,2024-07-03,350.05,399,235
19782,1686,2024-11-13,86.68,1589,441
19783,3285,2024-02-01,194.92,1238,4
19784,4037,2024-04-29,98.41,2771,299
19785,8937,2024-02-23,470.78,3560,401
19786,1681,2024-11-12,313.49,1612,445
19787,4473,2024-08-07,130.48,2890,479
19788,5294,2024-12-14,14.42,2834,382
19789,846,2024-09-12,333.29,552,222
19790,10960,2024-02-04,120.46,453,178
19791,2420,2024-06-10,245.03,3240,427
19792,6205,2024-02-25,83.94,1889,366
19793,525,2024-06-19,312.67,2177,231
19794,6521,2024-07-01,340.49,1063,183
19795,11303,2024-11-14,3.4,2766,132
19796,13708,2024-04-29,492.62,1185,191
19797,3211,2024-07-01,480.77,2182,203
19798,7014,2024-06-22,202.73,3823,241
19799,9550,2024-01-08,101.46,2838,141
19800,6286,2024-09-30,3.89,2917,69
19801,1630,2024-12-02,492.27,3575,458
19802,133,2024-02-15,316.44,1189,342
19803,11673,2024-01-06,188.66,1766,266
19804,11537,2024-04-12,172.61,3485,321
19805,14682,2024-06-04,49.53,647,66
19806,8641,2024-10-04,479.91,1740,322
19807,14640,2024-01-19,257.92,3041,97
19808,8777,2024-07-12,238.05,1269,177
19809,11357,2024-01-27,14.86,2016,287
19810,8883,2024-09-09,447.48,598,400
19811,11629,2024-06-02,471.57,481,75
19812,5179,2024-03-25,154.04,1170,331
19813,7466,2024-01-27,62.21,449,254
19814,7301,2024-12-07,374.37,3185,131
19815,4604,2024-01-19,414.24,1068,421
19816,5099,2024-06-29,428.3,3202,39
19817,6501,2024-04-27,353.12,228,442
19818,13083,2024-05-21,31.15,153,328
19819,14534,2024-01-15,212.89,1075,334
19820,14899,2024-11-25,225.66,1771,495
19821,14734,2024-10-26,128.22,808,214
19822,13314,2024-04-07,389.37,3477,248
19823,7087,2024-12-29,259.63,2408,416
19824,1539,2024-01-28,374.06,603,445
19825,12995,2024-01-21,230.56,2927,105
19826,10688,2024-08-05,12.93,2352,63
19827,7841,2024-03-26,422.41,1034,286
19828,10475,2024-07-12,273.79,1305,144
19829,9244,2024-04-10,228.89,1156,69
19830,10095,2024-07-25,358.44,821,229
19831,5086,2024-10-07,312.94,2274,138
19832,7334,2024-10-10,353.21,3989,9
19833,1663,2024-04-20,192.46,3727,422
19834,206,2024-08-19,3.71,1772,432
19835,1284,2024-05-26,380.72,2537,403
19836,5699,2024-03-26,20.55,571,121
19837,814,2024-11-26,62.17,823,289
19838,6658,2024-04-16,344.51,2785,394
19839,9539,2024-01-16,85.81,1453,241
19840,9624,2024-03-25,472.65,2231,149
19841,5101,2024-09-07,433.1,2647,174
19842,6683,2024-09-29,317.56,2468,283
19843,12059,2024-10-09,263.18,2249,103
19844,11602,2024-03-03,99.72,763,285
19845,5579,2024-11-27,266.29,3713,267
19846,8629,2024-06-07,439.15,3663,226
19847,2185,2024-12-09,495.83,2912,427
19848,12990,2024-04-14,183.44,2087,114
19849,6396,2024-09-29,454.73,3138,394
19850,12249,2024-10-28,214.07,74,403
19851,2160,2024-08-18,378.14,3709,2
19852,8900,2024-04-28,8.16,2756,258
19853,394,2024-10-19,279.85,3273,131
19854,5083,2024-10-09,399.97,1196,430
19855,2618,2024-08-08,216.52,183,33
19856,1968,2024-05-22,154.47,727,139
19857,14726,2024-07-12,347.55,546,84
19858,4395,2024-01-10,417.8,495,447
